package,package_short,profile_url,profile_name,resource_type,compatibility_group,group_category,versions,version_count,is_latest_group,breaking_from_previous
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-geraet,MII_PR_Bildgebung_Geraet,Device,1,identical,2025.0.0|2025.0.1|2025.0.2|2026.0.0|2027.0.0-ballot.1,5,True,
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-koerperstruktur,MII_PR_Bildgebung_Koerperstruktur,BodyStructure,1,identical,2025.0.0|2025.0.1|2025.0.2,3,False,
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-koerperstruktur,MII_PR_Bildgebung_Koerperstruktur,BodyStructure,2,identical,2026.0.0|2027.0.0-ballot.1,2,True,True
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-kontrastmittelgabe,MII_PR_Bildgebung_Kontrastmittelgabe,MedicationAdministration,1,identical,2025.0.0|2025.0.1|2025.0.2|2026.0.0|2027.0.0-ballot.1,5,True,
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologische-befundungsprozedur,MII_PR_Bildgebung_Radiologische_Befundungsprozedur,Procedure,1,identical,2025.0.0|2025.0.1|2025.0.2,3,False,
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologische-befundungsprozedur,MII_PR_Bildgebung_Radiologische_Befundungsprozedur,Procedure,2,identical,2026.0.0,1,False,True
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologische-befundungsprozedur,MII_PR_Bildgebung_Radiologische_Befundungsprozedur,Procedure,3,identical,2027.0.0-ballot.1,1,True,True
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologische-beobachtung,MII_PR_Bildgebung_Radiologische_Beobachtung,Observation,1,identical,2025.0.0,1,False,
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologische-beobachtung,MII_PR_Bildgebung_Radiologische_Beobachtung,Observation,2,identical,2025.0.1|2025.0.2,2,False,True
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologische-beobachtung,MII_PR_Bildgebung_Radiologische_Beobachtung,Observation,3,identical,2026.0.0,1,False,True
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologische-beobachtung,MII_PR_Bildgebung_Radiologische_Beobachtung,Observation,4,identical,2027.0.0-ballot.1,1,True,False
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologische-messung,MII_PR_Bildgebung_Radiologische_Messung,Observation,1,sole-version,2027.0.0-ballot.1,1,True,
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologischer-befund,MII_PR_Bildgebung_Radiologischer_Befund,DiagnosticReport,1,identical,2025.0.0,1,False,
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologischer-befund,MII_PR_Bildgebung_Radiologischer_Befund,DiagnosticReport,2,identical,2025.0.1|2025.0.2,2,False,True
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologischer-befund,MII_PR_Bildgebung_Radiologischer_Befund,DiagnosticReport,3,identical,2026.0.0,1,False,True
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologischer-befund,MII_PR_Bildgebung_Radiologischer_Befund,DiagnosticReport,4,identical,2027.0.0-ballot.1,1,True,True
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-semistrukt-befundbericht,MII_PR_Bildgebung_Semistrukt_Befundbericht,Composition,1,identical,2025.0.0|2025.0.1|2025.0.2,3,False,
de.medizininformatikinitiative.kerndatensatz.bildgebung,bildgebung,https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-semistrukt-befundbericht,MII_PR_Bildgebung_Semistrukt_Befundbericht,Composition,2,identical,2026.0.0|2027.0.0-ballot.1,2,True,True
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Organization,ProfileOrganizationSammlungBiobank,Organization,1,identical,0.9.0,1,False,
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Organization,ProfileOrganizationSammlungBiobank,Organization,2,canonical-only,1.0.0|1.0.1|1.0.2|1.0.3|1.0.4|1.0.5|1.0.6|1.0.7|1.0.8|2024.0.4|2025.0.0|2025.0.1|2025.0.2|2025.0.3|2025.0.4,15,False,True
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Organization,ProfileOrganizationSammlungBiobank,Organization,3,identical,2026.0.0|2026.0.1,2,False,True
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Organization,ProfileOrganizationSammlungBiobank,Organization,4,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Specimen,ProfileSpecimenBioprobe,Specimen,1,identical,0.9.0,1,False,
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Specimen,ProfileSpecimenBioprobe,Specimen,2,canonical-only,1.0.0|1.0.1|1.0.2|1.0.3|1.0.4|1.0.5|1.0.6|1.0.7|1.0.8|2024.0.4|2025.0.0|2025.0.1|2025.0.2|2025.0.3|2025.0.4,15,False,True
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Specimen,ProfileSpecimenBioprobe,Specimen,3,identical,2026.0.0|2026.0.1,2,False,True
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Specimen,ProfileSpecimenBioprobe,Specimen,4,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/SpecimenCore,ProfileSpecimenBioprobeCore,Specimen,1,identical,1.0.0|1.0.1|1.0.2,3,False,
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/SpecimenCore,ProfileSpecimenBioprobeCore,Specimen,2,identical,1.0.3|1.0.4|1.0.5,3,False,True
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/SpecimenCore,ProfileSpecimenBioprobeCore,Specimen,3,identical,1.0.6,1,False,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/SpecimenCore,ProfileSpecimenBioprobeCore,Specimen,4,identical,1.0.7,1,False,True
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/SpecimenCore,ProfileSpecimenBioprobeCore,Specimen,5,canonical-only,1.0.8|2024.0.4|2025.0.0|2025.0.1|2025.0.2|2025.0.3|2025.0.4,7,False,True
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/SpecimenCore,ProfileSpecimenBioprobeCore,Specimen,6,identical,2026.0.0|2026.0.1,2,False,True
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/SpecimenCore,ProfileSpecimenBioprobeCore,Specimen,7,identical,2027.0.0-ballot,1,True,True
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Substance,ProfileSubstanceAdditiv,Substance,1,identical,0.9.0,1,False,
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Substance,ProfileSubstanceAdditiv,Substance,2,identical,1.0.0|1.0.1|1.0.2|1.0.3|1.0.4|1.0.5|1.0.6|1.0.7|1.0.8|2024.0.4|2025.0.0|2025.0.1|2025.0.2|2025.0.3|2025.0.4,15,False,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Substance,ProfileSubstanceAdditiv,Substance,3,identical,2026.0.0|2026.0.1,2,False,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Substance,ProfileSubstanceAdditiv,Substance,4,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-dna-konzentration,MII_PR_Biobank_Observation_DNA_Konzentration,Observation,1,identical,2026.0.0|2026.0.1,2,False,
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-dna-konzentration,MII_PR_Biobank_Observation_DNA_Konzentration,Observation,2,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-karyotyp,MII_PR_Biobank_Observation_Karyotyp,Observation,1,identical,2026.0.0|2026.0.1,2,False,
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-karyotyp,MII_PR_Biobank_Observation_Karyotyp,Observation,2,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-morphologie,MII_PR_Biobank_Observation_Morphologie,Observation,1,identical,2026.0.0|2026.0.1,2,False,
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-morphologie,MII_PR_Biobank_Observation_Morphologie,Observation,2,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-proliferation,MII_PR_Biobank_Observation_Proliferation,Observation,1,identical,2026.0.0|2026.0.1,2,False,
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-proliferation,MII_PR_Biobank_Observation_Proliferation,Observation,2,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-qualitaetspruefung,MII_PR_Biobank_Observation_Qualitaetspruefung,Observation,1,identical,2026.0.0|2026.0.1,2,False,
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-qualitaetspruefung,MII_PR_Biobank_Observation_Qualitaetspruefung,Observation,2,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-wachstumstyp,MII_PR_Biobank_Observation_Wachstumstyp,Observation,1,identical,2026.0.0|2026.0.1,2,False,
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-observation-wachstumstyp,MII_PR_Biobank_Observation_Wachstumstyp,Observation,2,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-zellinie-organoid,MII_PR_Biobank_Specimen_Zellinie_Organoid,Specimen,1,identical,2026.0.0|2026.0.1,2,False,
de.medizininformatikinitiative.kerndatensatz.biobank,biobank,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/mii-pr-biobank-zellinie-organoid,MII_PR_Biobank_Specimen_Zellinie_Organoid,Specimen,2,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.consent,consent,https://www.medizininformatik-initiative.de/fhir/modul-consent/StructureDefinition/mii-pr-consent-documentreference,MII_PR_Consent_DocumentReference,DocumentReference,1,identical,1.0.1|1.0.2|1.0.3|1.0.4|1.0.5|1.0.6|1.0.7|2025.0.0|2025.0.1|2025.0.2|2025.0.3|2025.0.4|2026.0.0,13,False,
de.medizininformatikinitiative.kerndatensatz.consent,consent,https://www.medizininformatik-initiative.de/fhir/modul-consent/StructureDefinition/mii-pr-consent-documentreference,MII_PR_Consent_DocumentReference,DocumentReference,2,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.consent,consent,https://www.medizininformatik-initiative.de/fhir/modul-consent/StructureDefinition/mii-pr-consent-einwilligung,MII_PR_Consent_Einwilligung,Consent,1,identical,1.0.1|1.0.2|1.0.3|1.0.4|1.0.5|1.0.6|1.0.7,7,False,
de.medizininformatikinitiative.kerndatensatz.consent,consent,https://www.medizininformatik-initiative.de/fhir/modul-consent/StructureDefinition/mii-pr-consent-einwilligung,MII_PR_Consent_Einwilligung,Consent,2,identical,2025.0.0|2025.0.1|2025.0.2|2025.0.3|2025.0.4,5,False,False
de.medizininformatikinitiative.kerndatensatz.consent,consent,https://www.medizininformatik-initiative.de/fhir/modul-consent/StructureDefinition/mii-pr-consent-einwilligung,MII_PR_Consent_Einwilligung,Consent,3,identical,2026.0.0,1,False,False
de.medizininformatikinitiative.kerndatensatz.consent,consent,https://www.medizininformatik-initiative.de/fhir/modul-consent/StructureDefinition/mii-pr-consent-einwilligung,MII_PR_Consent_Einwilligung,Consent,4,identical,2027.0.0-ballot,1,True,True
de.medizininformatikinitiative.kerndatensatz.consent,consent,https://www.medizininformatik-initiative.de/fhir/modul-consent/StructureDefinition/mii-pr-consent-provenance,MII_PR_Consent_Provenance,Provenance,1,identical,1.0.1|1.0.2|1.0.3|1.0.4|1.0.5|1.0.6|1.0.7|2025.0.0|2025.0.1|2025.0.2|2025.0.3|2025.0.4|2026.0.0,13,False,
de.medizininformatikinitiative.kerndatensatz.consent,consent,https://www.medizininformatik-initiative.de/fhir/modul-consent/StructureDefinition/mii-pr-consent-provenance,MII_PR_Consent_Provenance,Provenance,2,identical,2027.0.0-ballot,1,True,False
de.medizininformatikinitiative.kerndatensatz.diagnose,diagnose,https://www.medizininformatik-initiative.de/fhir/core/StructureDefinition/Diagnose,Diagnose,Condition,1,canonical-only,0.9.0|0.9.1|0.9.2,3,True,
de.medizininformatikinitiative.kerndatensatz.diagnose,diagnose,https://www.medizininformatik-initiative.de/fhir/core/modul-diagnose/StructureDefinition/Diagnose,Diagnose,Condition,1,identical,0.9.3,1,False,
de.medizininformatikinitiative.kerndatensatz.diagnose,diagnose,https://www.medizininformatik-initiative.de/fhir/core/modul-diagnose/StructureDefinition/Diagnose,Diagnose,Condition,2,identical,0.9.4|0.9.5,2,False,False
de.medizininformatikinitiative.kerndatensatz.diagnose,diagnose,https://www.medizininformatik-initiative.de/fhir/core/modul-diagnose/StructureDefinition/Diagnose,Diagnose,Condition,3,identical,0.9.6,1,False,True
de.medizininformatikinitiative.kerndatensatz.diagnose,diagnose,https://www.medizininformatik-initiative.de/fhir/core/modul-diagnose/StructureDefinition/Diagnose,Diagnose,Condition,4,canonical-only,1.0.0|1.0.1|1.0.2|1.0.3|1.0.4,5,False,True
de.medizininformatikinitiative.kerndatensatz.diagnose,diagnose,https://www.medizininformatik-initiative.de/fhir/core/modul-diagnose/StructureDefinition/Diagnose,Diagnose,Condition,5,identical,2024.0.0,1,False,True
de.medizininformatikinitiative.kerndatensatz.diagnose,diagnose,https://www.medizininformatik-initiative.de/fhir/core/modul-diagnose/StructureDefinition/Diagnose,Diagnose,Condition,6,identical,2025.0.0,1,False,True
de.medizininformatikinitiative.kerndatensatz.diagnose,diagnose,https://www.medizininformatik-initiative.de/fhir/core/modul-diagnose/StructureDefinition/Diagnose,Diagnose,Condition,7,identical,2025.0.1,1,True,False
de.medizininformatikinitiative.kerndatensatz.dokument,dokument,https://www.medizininformatik-initiative.de/fhir/ext/modul-dokument/StructureDefinition/mii-pr-dokument-dokument,MII_PR_Dokument_Dokument,DocumentReference,1,identical,2026.0.0,1,False,
de.medizininformatikinitiative.kerndatensatz.dokument,dokument,https://www.medizininformatik-initiative.de/fhir/ext/modul-dokument/StructureDefinition/mii-pr-dokument-dokument,MII_PR_Dokument_Dokument,DocumentReference,2,identical,2026.0.1,1,False,False
de.medizininformatikinitiative.kerndatensatz.dokument,dokument,https://www.medizininformatik-initiative.de/fhir/ext/modul-dokument/StructureDefinition/mii-pr-dokument-dokument,MII_PR_Dokument_Dokument,DocumentReference,3,identical,2027.0.0-ballot.2,1,True,False
de.medizininformatikinitiative.kerndatensatz.fall,fall,https://www.medizininformatik-initiative.de/fhir/core/StructureDefinition/Account/Abrechnungsfall,Abrechnungsfall,Account,1,identical,0.9.0|0.9.1,2,True,
de.medizininformatikinitiative.kerndatensatz.fall,fall,https://www.medizininformatik-initiative.de/fhir/core/StructureDefinition/Encounter/Abteilungsfall,Abteilungsfall,Encounter,1,identical,0.9.0|0.9.1,2,True,
de.medizininformatikinitiative.kerndatensatz.fall,fall,https://www.medizininformatik-initiative.de/fhir/core/StructureDefinition/Encounter/Versorgungsfall,Versorgungsfall,Encounter,1,identical,0.9.0|0.9.1,2,True,
de.medizininformatikinitiative.kerndatensatz.fall,fall,https://www.medizininformatik-initiative.de/fhir/core/StructureDefinition/Encounter/Verwaltungsfall,Verwaltungsfall,Encounter,1,identical,0.9.0|0.9.1,2,True,
