modul,profil,element,beruehrt_wegen,basis,url
biobank,MII_PR_Biobank_Specimen_Bioprobe,Specimen.processing.extension:temperaturbedingungen,min,MII_PR_Biobank_Specimen_Bioprobe_Core,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Specimen
biobank,MII_PR_Biobank_Specimen_Bioprobe,Specimen.processing:lagerprozess.extension:temperaturbedingungen,min,MII_PR_Biobank_Specimen_Bioprobe_Core,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Specimen
biobank,MII_PR_Biobank_Specimen_Bioprobe,Specimen.container,min,MII_PR_Biobank_Specimen_Bioprobe_Core,https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/StructureDefinition/Specimen
icu,MII_PR_ICU_VENT_Inspiratorischer_Gasfluss,Observation.category:kuenstlicheBeatmung,"max,min,patternCodeableConcept",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorischer-gasfluss
icu,MII_PR_ICU_VENT_Inspiratorischer_Gasfluss,Observation.code.coding,min,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorischer-gasfluss
icu,MII_PR_ICU_VENT_Inspiratorischer_Gasfluss,Observation.code.coding:sct,max,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorischer-gasfluss
icu,MII_PR_ICU_VENT_Inspiratorischer_Gasfluss,Observation.code.coding:loinc,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorischer-gasfluss
icu,MII_PR_ICU_VENT_Inspiratorischer_Gasfluss,Observation.code.coding:IEEE-11073,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorischer-gasfluss
icu,MII_PR_ICU_VENT_Inspiratorischer_Gasfluss,Observation.value[x],patternQuantity,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorischer-gasfluss
icu,MII_PR_ICU_ECT_Venoeser_Druck,Observation.code.coding:sct,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-venoeser-druck
icu,MII_PR_ICU_ECT_Venoeser_Druck,Observation.code.coding:loinc,max,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-venoeser-druck
icu,MII_PR_ICU_ECT_Venoeser_Druck,Observation.code.coding:IEEE-11073,max,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-venoeser-druck
icu,MII_PR_ICU_ECT_Venoeser_Druck,Observation.value[x],patternQuantity,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-venoeser-druck
icu,MII_PR_ICU_VENT_Atemzugvolumen_Waehrend_Beatmung,Observation.category:kuenstlicheBeatmung,"max,min,patternCodeableConcept",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-atemzugvolumen-waehrend-beatmung
icu,MII_PR_ICU_VENT_Atemzugvolumen_Waehrend_Beatmung,Observation.code.coding,min,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-atemzugvolumen-waehrend-beatmung
icu,MII_PR_ICU_VENT_Atemzugvolumen_Waehrend_Beatmung,Observation.code.coding:sct,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-atemzugvolumen-waehrend-beatmung
icu,MII_PR_ICU_VENT_Atemzugvolumen_Waehrend_Beatmung,Observation.code.coding:loinc,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-atemzugvolumen-waehrend-beatmung
icu,MII_PR_ICU_VENT_Atemzugvolumen_Waehrend_Beatmung,Observation.code.coding:IEEE-11073,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-atemzugvolumen-waehrend-beatmung
icu,MII_PR_ICU_VENT_Atemzugvolumen_Waehrend_Beatmung,Observation.value[x],patternQuantity,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-atemzugvolumen-waehrend-beatmung
icu,MII_PR_ICU_ECT_Dauer_Extrakorporaler_Gasaustausch,Observation.category,min,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-dauer-extrakorporaler-gasaustausch
icu,MII_PR_ICU_ECT_Dauer_Extrakorporaler_Gasaustausch,Observation.code.coding:sct,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-dauer-extrakorporaler-gasaustausch
icu,MII_PR_ICU_ECT_Dauer_Extrakorporaler_Gasaustausch,Observation.code.coding:loinc,max,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-dauer-extrakorporaler-gasaustausch
icu,MII_PR_ICU_ECT_Dauer_Extrakorporaler_Gasaustausch,Observation.code.coding:IEEE-11073,max,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-dauer-extrakorporaler-gasaustausch
icu,MII_PR_ICU_ECT_Dauer_Extrakorporaler_Gasaustausch,Observation.effective[x],min,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-dauer-extrakorporaler-gasaustausch
icu,MII_PR_ICU_ECT_Dauer_Extrakorporaler_Gasaustausch,Observation.value[x],patternQuantity,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-dauer-extrakorporaler-gasaustausch
icu,MII_PR_ICU_VENT_Einstellung_Einatmungszeit_Beatmung,Observation.category:kuenstlicheBeatmung,"max,min,patternCodeableConcept",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-einstellung-einatmungszeit-beatmung
icu,MII_PR_ICU_VENT_Einstellung_Einatmungszeit_Beatmung,Observation.code.coding,min,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-einstellung-einatmungszeit-beatmung
icu,MII_PR_ICU_VENT_Einstellung_Einatmungszeit_Beatmung,Observation.code.coding:sct,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-einstellung-einatmungszeit-beatmung
icu,MII_PR_ICU_VENT_Einstellung_Einatmungszeit_Beatmung,Observation.code.coding:loinc,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-einstellung-einatmungszeit-beatmung
icu,MII_PR_ICU_VENT_Einstellung_Einatmungszeit_Beatmung,Observation.code.coding:IEEE-11073,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-einstellung-einatmungszeit-beatmung
icu,MII_PR_ICU_VENT_Einstellung_Einatmungszeit_Beatmung,Observation.value[x],patternQuantity,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-einstellung-einatmungszeit-beatmung
icu,MII_PR_ICU_Bilanz_Ausfuhr_Gallenfluessigkeit,Observation.category.coding:hl7-category.code,patternCode,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-gallenfluessigkeit
icu,MII_PR_ICU_Bilanz_Ausfuhr_Gallenfluessigkeit,Observation.code.coding,min,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-gallenfluessigkeit
icu,MII_PR_ICU_Bilanz_Ausfuhr_Gallenfluessigkeit,Observation.code.coding:sct,"max,min,patternCoding",MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-gallenfluessigkeit
icu,MII_PR_ICU_Bilanz_Ausfuhr_Gallenfluessigkeit,Observation.code.coding:loinc,"max,min,patternCoding",MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-gallenfluessigkeit
icu,MII_PR_ICU_Bilanz_Ausfuhr_Gallenfluessigkeit,Observation.code.coding:IEEE-11073,max,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-gallenfluessigkeit
icu,MII_PR_ICU_VENT_Druckdifferenz_Beatmung,Observation.category:kuenstlicheBeatmung,"max,min,patternCodeableConcept",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-druckdifferenz-beatmung
icu,MII_PR_ICU_VENT_Druckdifferenz_Beatmung,Observation.code.coding,min,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-druckdifferenz-beatmung
icu,MII_PR_ICU_VENT_Druckdifferenz_Beatmung,Observation.code.coding:sct,max,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-druckdifferenz-beatmung
icu,MII_PR_ICU_VENT_Druckdifferenz_Beatmung,Observation.code.coding:loinc,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-druckdifferenz-beatmung
icu,MII_PR_ICU_VENT_Druckdifferenz_Beatmung,Observation.code.coding:IEEE-11073,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-druckdifferenz-beatmung
icu,MII_PR_ICU_VENT_Druckdifferenz_Beatmung,Observation.value[x],patternQuantity,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-druckdifferenz-beatmung
icu,MII_PR_ICU_Bilanz_Einfuhr_Saeuglingsnahrung,Observation.category.coding:hl7-category.code,patternCode,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-einfuhr-saeuglingsnahrung
icu,MII_PR_ICU_Bilanz_Einfuhr_Saeuglingsnahrung,Observation.code.coding,min,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-einfuhr-saeuglingsnahrung
icu,MII_PR_ICU_Bilanz_Einfuhr_Saeuglingsnahrung,Observation.code.coding:sct,"max,min,patternCoding",MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-einfuhr-saeuglingsnahrung
icu,MII_PR_ICU_Bilanz_Einfuhr_Saeuglingsnahrung,Observation.code.coding:loinc,max,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-einfuhr-saeuglingsnahrung
icu,MII_PR_ICU_Bilanz_Einfuhr_Saeuglingsnahrung,Observation.code.coding:IEEE-11073,max,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-einfuhr-saeuglingsnahrung
icu,MII_PR_ICU_Score_SOFA,Observation.code.coding,min,MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.code.coding:loinc,"min,patternCoding",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.code.coding:sct,patternCoding,MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.value[x],"min,slicing",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.value[x]:valueInteger,"constraint,max,min,type",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.interpretation,"definition,short",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component,"max,min,slicing",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:respiratory.value[x],"min,slicing",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:respiratory.value[x]:valueInteger,"constraint,max,min,type",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:cardiovascular.value[x],"min,slicing",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:cardiovascular.value[x]:valueInteger,"constraint,max,min,type",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:hepatic.value[x],"min,slicing",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:hepatic.value[x]:valueInteger,"constraint,max,min,type",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:coagulation.value[x],"min,slicing",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:coagulation.value[x]:valueInteger,"constraint,max,min,type",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:renal.value[x],"min,slicing",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:renal.value[x]:valueInteger,"constraint,max,min,type",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:neurological.value[x],"min,slicing",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Score_SOFA,Observation.component:neurological.value[x]:valueInteger,"constraint,max,min,type",MII_PR_ICU_Score,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-score-sofa
icu,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,Observation.category.coding:hl7-category.code,patternCode,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte
icu,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,Observation.code.coding,min,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte
icu,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,Observation.code.coding:sct,"max,min,patternCoding",MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte
icu,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,Observation.code.coding:loinc,"max,min,patternCoding",MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte
icu,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,Observation.code.coding:IEEE-11073,max,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte
icu,MII_PR_ICU_ECT_Blutflussindex_Extrakorporaler_Gasaustausch,Observation.category,min,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-blutflussindex-extrakorporaler-gasaustausch
icu,MII_PR_ICU_ECT_Blutflussindex_Extrakorporaler_Gasaustausch,Observation.code.coding:sct,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-blutflussindex-extrakorporaler-gasaustausch
icu,MII_PR_ICU_ECT_Blutflussindex_Extrakorporaler_Gasaustausch,Observation.code.coding:loinc,max,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-blutflussindex-extrakorporaler-gasaustausch
icu,MII_PR_ICU_ECT_Blutflussindex_Extrakorporaler_Gasaustausch,Observation.code.coding:IEEE-11073,max,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-blutflussindex-extrakorporaler-gasaustausch
icu,MII_PR_ICU_ECT_Blutflussindex_Extrakorporaler_Gasaustausch,Observation.effective[x],min,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-blutflussindex-extrakorporaler-gasaustausch
icu,MII_PR_ICU_ECT_Blutflussindex_Extrakorporaler_Gasaustausch,Observation.value[x],patternQuantity,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-blutflussindex-extrakorporaler-gasaustausch
icu,MII_PR_ICU_VENT_Beatmungszeit_Hohem_Druck,Observation.category:kuenstlicheBeatmung,"max,min,patternCodeableConcept",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-beatmungszeit-hohem-druck
icu,MII_PR_ICU_VENT_Beatmungszeit_Hohem_Druck,Observation.code.coding,min,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-beatmungszeit-hohem-druck
icu,MII_PR_ICU_VENT_Beatmungszeit_Hohem_Druck,Observation.code.coding:sct,max,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-beatmungszeit-hohem-druck
icu,MII_PR_ICU_VENT_Beatmungszeit_Hohem_Druck,Observation.code.coding:loinc,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-beatmungszeit-hohem-druck
icu,MII_PR_ICU_VENT_Beatmungszeit_Hohem_Druck,Observation.code.coding:IEEE-11073,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-beatmungszeit-hohem-druck
icu,MII_PR_ICU_VENT_Beatmungszeit_Hohem_Druck,Observation.value[x],patternQuantity,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-beatmungszeit-hohem-druck
icu,MII_PR_ICU_Beatmung,Procedure.category,min,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-beatmung
icu,MII_PR_ICU_Beatmung,Procedure.category.coding:sct,binding,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-beatmung
icu,MII_PR_ICU_Beatmung,Procedure.code.coding:sct,binding,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-beatmung
icu,MII_PR_ICU_Beatmung,Procedure.subject,type,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-beatmung
icu,MII_PR_ICU_Beatmung,Procedure.encounter,type,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-beatmung
icu,MII_PR_ICU_Beatmung,Procedure.performed[x],type,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-beatmung
icu,MII_PR_ICU_VENT_Spontanes_Plus_Mechanisches_Atemzugvolumen,Observation.category:kuenstlicheBeatmung,"max,min,patternCodeableConcept",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-spontanes-mechanisches-atemzugvolumen-waehrend-beatmung
icu,MII_PR_ICU_VENT_Spontanes_Plus_Mechanisches_Atemzugvolumen,Observation.code.coding:sct,max,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-spontanes-mechanisches-atemzugvolumen-waehrend-beatmung
icu,MII_PR_ICU_VENT_Spontanes_Plus_Mechanisches_Atemzugvolumen,Observation.code.coding:loinc,"max,min,patternCoding",MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-spontanes-mechanisches-atemzugvolumen-waehrend-beatmung
icu,MII_PR_ICU_VENT_Spontanes_Plus_Mechanisches_Atemzugvolumen,Observation.code.coding:IEEE-11073,max,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-spontanes-mechanisches-atemzugvolumen-waehrend-beatmung
icu,MII_PR_ICU_VENT_Spontanes_Plus_Mechanisches_Atemzugvolumen,Observation.value[x],patternQuantity,MII_PR_ICU_Parameter_Von_Beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-spontanes-mechanisches-atemzugvolumen-waehrend-beatmung
icu,MII_PR_ICU_Bilanz_Ausfuhr_Magensonde,Observation.category.coding:hl7-category.code,patternCode,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-magensonde
icu,MII_PR_ICU_Bilanz_Ausfuhr_Magensonde,Observation.code.coding,min,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-magensonde
icu,MII_PR_ICU_Bilanz_Ausfuhr_Magensonde,Observation.code.coding:sct,"max,min,patternCoding",MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-magensonde
icu,MII_PR_ICU_Bilanz_Ausfuhr_Magensonde,Observation.code.coding:loinc,"max,min,patternCoding",MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-magensonde
icu,MII_PR_ICU_Bilanz_Ausfuhr_Magensonde,Observation.code.coding:IEEE-11073,max,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-magensonde
icu,MII_PR_ICU_Bilanz_Ausfuhr_Wunddrainage,Observation.category.coding:hl7-category.code,patternCode,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-wunddrainage
icu,MII_PR_ICU_Bilanz_Ausfuhr_Wunddrainage,Observation.code.coding,min,MII_PR_ICU_Bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-wunddrainage
