modul,profil,element,beruehrt_wegen,basis,url
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.code,patternCodeableConcept,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-bartlett-score
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-bartlett-score
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.value[x]:valueCodeableConcept,"binding,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-bartlett-score
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-bartlett-score
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.method,patternCodeableConcept,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-bartlett-score
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-bartlett-score
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-nugent-score
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.code,patternCodeableConcept,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-nugent-score
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-nugent-score
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.value[x]:valueQuantity,"comment,constraint,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-nugent-score
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.value[x]:valueQuantity.code,patternCode,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-nugent-score
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-nugent-score
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.method,patternCodeableConcept,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-nugent-score
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-nugent-score
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-virulenzfaktor
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.code,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-virulenzfaktor
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-virulenzfaktor
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.value[x]:valueCodeableConcept,"binding,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-virulenzfaktor
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-virulenzfaktor
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-virulenzfaktor
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-bestimmung
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.code,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-bestimmung
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-bestimmung
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.value[x]:valueCodeableConcept,"binding,short,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-bestimmung
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-bestimmung
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.method,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-bestimmung
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-bestimmung
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-aviditaet
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.code,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-aviditaet
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-aviditaet
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.value[x]:valueQuantity,type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-aviditaet
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.value[x]:valueQuantity.unit,patternString,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-aviditaet
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.value[x]:valueQuantity.code,patternCode,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-aviditaet
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-aviditaet
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.interpretation,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-aviditaet
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.method,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-aviditaet
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-aviditaet
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-spezifische-bestimmung
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.code,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-spezifische-bestimmung
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-spezifische-bestimmung
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.value[x]:valueCodeableConcept,"binding,short,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-spezifische-bestimmung
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-spezifische-bestimmung
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.method,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-spezifische-bestimmung
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-spezifische-bestimmung
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-antigen-antikoerper-quantitativ
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.code,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-antigen-antikoerper-quantitativ
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-antigen-antikoerper-quantitativ
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.value[x]:valueQuantity,type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-antigen-antikoerper-quantitativ
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.value[x]:valueQuantity.code,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-antigen-antikoerper-quantitativ
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-antigen-antikoerper-quantitativ
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.method,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-antigen-antikoerper-quantitativ
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-antigen-antikoerper-quantitativ
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-molekulare-pathogenlast
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.code,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-molekulare-pathogenlast
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-molekulare-pathogenlast
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.value[x]:valueQuantity,type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-molekulare-pathogenlast
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.value[x]:valueQuantity.code,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-molekulare-pathogenlast
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-molekulare-pathogenlast
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.method,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-molekulare-pathogenlast
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-molekulare-pathogenlast
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-titer
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.code,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-titer
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-titer
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.value[x]:valueRatio,type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-titer
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-titer
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.method,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-titer
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-titer
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-ct-wert
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.code,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-ct-wert
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-ct-wert
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.value[x]:valueQuantity,type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-ct-wert
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.value[x]:valueQuantity.code,patternCode,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-ct-wert
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-ct-wert
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.method,patternCodeableConcept,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-ct-wert
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-ct-wert
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-kultur
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.code,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-kultur
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-kultur
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.value[x]:valueCodeableConcept,"binding,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-kultur
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-kultur
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.method,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-kultur
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-allgemeine-kultur
mikrobiologie,MII_PR_Mikrobio_Probe,Specimen.type,short,MII_PR_Biobank_Specimen_Bioprobe_Core,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-probe
mikrobiologie,MII_PR_Mikrobio_Probe,Specimen.parent,short,MII_PR_Biobank_Specimen_Bioprobe_Core,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-probe
mikrobiologie,MII_PR_Mikrobio_Probe,Specimen.collection.collected[x],short,MII_PR_Biobank_Specimen_Bioprobe_Core,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-probe
mikrobiologie,MII_PR_Mikrobio_Probe,Specimen.processing,comment,MII_PR_Biobank_Specimen_Bioprobe_Core,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-probe
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mrgn-klasse
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.code,patternCodeableConcept,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mrgn-klasse
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mrgn-klasse
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.value[x]:valueCodeableConcept,"binding,short,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mrgn-klasse
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mrgn-klasse
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mrgn-klasse
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mikroskopie
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.code,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mikroskopie
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mikroskopie
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.value[x]:valueCodeableConcept,"binding,short,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mikroskopie
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mikroskopie
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.method,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mikroskopie
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-mikroskopie
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.category,min,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-voraussichtliche-empfindlichkeit
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.code,"binding,short",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-voraussichtliche-empfindlichkeit
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.value[x],type,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-voraussichtliche-empfindlichkeit
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.value[x]:valueCodeableConcept,"binding,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-voraussichtliche-empfindlichkeit
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.dataAbsentReason,binding,MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-voraussichtliche-empfindlichkeit
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.specimen,"min,type",MII_PR_Labor_Laboruntersuchung,https://www.medizininformatik-initiative.de/fhir/modul-mikrobio/StructureDefinition/mii-pr-mikrobio-voraussichtliche-empfindlichkeit
molgen,MII_PR_MolGen_Mikrosatelliteninstabilitaet,Observation.code,"_definition,definition",MII_PR_MolGen_MolekularerBiomarker,https://www.medizininformatik-initiative.de/fhir/ext/modul-molgen/StructureDefinition/mikrosatelliteninstabilitaet
molgen,MII_PR_MolGen_Mikrosatelliteninstabilitaet,Observation.subject,min,MII_PR_MolGen_MolekularerBiomarker,https://www.medizininformatik-initiative.de/fhir/ext/modul-molgen/StructureDefinition/mikrosatelliteninstabilitaet
molgen,MII_PR_MolGen_Mutationslast,Observation.code,"_definition,definition",MII_PR_MolGen_MolekularerBiomarker,https://www.medizininformatik-initiative.de/fhir/ext/modul-molgen/StructureDefinition/mutationslast
molgen,MII_PR_MolGen_Mutationslast,Observation.subject,min,MII_PR_MolGen_MolekularerBiomarker,https://www.medizininformatik-initiative.de/fhir/ext/modul-molgen/StructureDefinition/mutationslast
patho,MII_PR_Patho_Specimen,Specimen.identifier,"_definition,_short,definition,min,short,slicing",MII_PR_Biobank_Specimen_Bioprobe_Core,https://www.medizininformatik-initiative.de/fhir/ext/modul-patho/StructureDefinition/mii-pr-patho-specimen
patho,MII_PR_Patho_Specimen,Specimen.request,type,MII_PR_Biobank_Specimen_Bioprobe_Core,https://www.medizininformatik-initiative.de/fhir/ext/modul-patho/StructureDefinition/mii-pr-patho-specimen
patho,MII_PR_Patho_Specimen,Specimen.processing.procedure,binding,MII_PR_Biobank_Specimen_Bioprobe_Core,https://www.medizininformatik-initiative.de/fhir/ext/modul-patho/StructureDefinition/mii-pr-patho-specimen
