modul,profil,codeableconcept,ms_cc,ms_text,ms_coding,ms_slice,ms_system,ms_code,ms_display,ms_version,pattern_display,pattern_version
icu,MII_PR_ICU_ECT_Arterieller_Druck,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_VENT_Spontane_Atemfrequenz_Beatmet,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Spontane_Atemfrequenz_Beatmet,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Urin,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Urin,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_Score_RASS,Observation.code,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_RASS,Observation.value[x],True,False,False,True,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Spendermilch,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Spendermilch,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_Score_Visuelle_Analogskala,Observation.category:survey,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_Visuelle_Analogskala,Observation.code,False,False,True,True,False,True,False,True,False,False
icu,MII_PR_ICU_Score_Visuelle_Analogskala,Observation.category:assessment-scale,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_MUV_Atemfrequenz,Observation.code,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Spontane_Mechanische_Atemfrequenz_Beatmet,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Spontane_Mechanische_Atemfrequenz_Beatmet,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Pankreasdrainage,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Pankreasdrainage,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Spontanes_Atemzugvolumen,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Spontanes_Atemzugvolumen,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillenbefund,Observation.code,True,False,True,True,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillenbefund,Observation.category,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_VENT_Zeitverhaeltnis_Ein_Ausatmung,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Zeitverhaeltnis_Ein_Ausatmung,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Beatmungszeit_Niedrigem_Druck,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Beatmungszeit_Niedrigem_Druck,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_ECT_Blutfluss_Cardiovasculaeres_Geraet,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Blutfluss_Cardiovasculaeres_Geraet,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillenlichtreaktion_Indirekt,Observation.code,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillenlichtreaktion_Indirekt,Observation.value[x],True,False,False,True,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillenlichtreaktion_Indirekt,Observation.category,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_VENT_Mittlerer_Beatmungsdruck,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Mittlerer_Beatmungsdruck,Observation.category,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Fluessigkeit_Gesamt,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Fluessigkeit_Gesamt,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Plateau_Beatmungsdruck,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Plateau_Beatmungsdruck,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_OP_Drainage,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_OP_Drainage,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_ECT_Substituatfluss,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Substituatfluss,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_Devicemetric_Eingestellte_Gemessene_Parameter_Beatmung,DeviceMetric.type,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Exspiratorischer_Sauerstoffpartialdruck,Observation.category:Sauerstofftherapie,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Exspiratorischer_Sauerstoffpartialdruck,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Unterstuetzungsdruck_Beatmung,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Unterstuetzungsdruck_Beatmung,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Extrakorporales_Verfahren,Procedure.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_Extrakorporales_Verfahren,Procedure.bodySite,True,False,True,True,True,True,False,True,False,False
icu,MII_PR_ICU_Extrakorporales_Verfahren,Procedure.code,True,False,True,True,True,True,True,True,False,False
icu,MII_PR_ICU_Untersuchung_Pupillenform,Observation.code,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillenform,Observation.value[x],True,False,False,True,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillenform,Observation.category,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Parameter_Von_Beatmung,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_Parameter_Von_Beatmung,Observation.category,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Mechanische_Atemfrequenz_Beatmet,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Mechanische_Atemfrequenz_Beatmet,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Beatmungsvolumen_Pro_Minute_Maschineller_Beatmung,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Beatmungsvolumen_Pro_Minute_Maschineller_Beatmung,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Devicemetric_Eingestellte_Gemessene_Parameter_Extrakorporale_Verfahren,DeviceMetric.type,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_Bilanz,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_Score_ICDSC,Observation.category:survey,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_ICDSC,Observation.code,False,False,True,True,False,True,False,True,True,False
icu,MII_PR_ICU_Score_ICDSC,Observation.component:psychomotor-agitation-retardation.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_ICDSC,Observation.component:symptom-fluctuation.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_ICDSC,Observation.component:inattention.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_ICDSC,Observation.component:disorientation.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_ICDSC,Observation.component:hallucination-delusion.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_ICDSC,Observation.component:sleep-wake-disturbance.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_ICDSC,Observation.component:inappropriate-speech-mood.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_ICDSC,Observation.component:altered-consciousness.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_ICDSC,Observation.category:assessment-scale,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_ECT_Dauer_Haemodialysesitzung,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Dauer_Haemodialysesitzung,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_VENT_Maximaler_Beatmungsdruck,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Maximaler_Beatmungsdruck,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Endexpiratorischer_Kohlendioxidpartialdruck,Observation.category:Sauerstofftherapie,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Endexpiratorischer_Kohlendioxidpartialdruck,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Maximaler_Inspiratorischer_Beatmungsdruck,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Maximaler_Inspiratorischer_Beatmungsdruck,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Score_Faces_Pain_Scale_Revised,Observation.category:survey,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_Faces_Pain_Scale_Revised,Observation.code,False,False,True,True,False,True,False,True,True,False
icu,MII_PR_ICU_Score_Faces_Pain_Scale_Revised,Observation.category:assessment-scale,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_VENT_Einstellung_Ausatmungszeit_Beatmung,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Einstellung_Ausatmungszeit_Beatmung,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Atemwegsdruck_Bei_Null_Expiratorischem_Gasfluss,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Atemwegsdruck_Bei_Null_Expiratorischem_Gasfluss,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Mikroskopie,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Mikroskopie,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Mikroskopie,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Mikroskopie,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Mikroskopie,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Mikroskopie,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Empfindlichkeit,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Empfindlichkeit,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Empfindlichkeit,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Empfindlichkeit,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Empfindlichkeit,Observation.interpretation,True,False,False,False,False,False,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Empfindlichkeit,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Empfindlichkeit,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzkategorie_Status,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzkategorie_Status,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzkategorie_Status,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzkategorie_Status,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzkategorie_Status,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzkategorie_Status,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Keimzahl,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Keimzahl,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Keimzahl,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Keimzahl,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Keimzahl,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Keimzahl,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Diagnostic_Report,DiagnosticReport.code,True,False,True,True,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Diagnostic_Report,DiagnosticReport.identifier:befund.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzmechanismen_Determinanten,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzmechanismen_Determinanten,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzmechanismen_Determinanten,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzmechanismen_Determinanten,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzmechanismen_Determinanten,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Resistenzmechanismen_Determinanten,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Bartlett_Score,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Nugent_Score,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Virulenzfaktor,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Bestimmung,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Aviditaet,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Spezifische_Bestimmung,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Antigen_Antikoerper_Quantitativ,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Molekulare_Pathogenlast,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Titer,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Ct_Wert,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Kultur,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Probe,Specimen.collection.fastingStatus[x]:fastingStatusCodeableConcept,False,False,False,False,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Probe,Specimen.processing.procedure,True,False,False,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Probe,Specimen.container.type,True,False,False,False,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Probe,Specimen.collection.bodySite,True,False,False,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Probe,Specimen.type,True,False,False,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_MRGN_Klasse,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Allgemeine_Mikroskopie,Observation.category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.method,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.code,True,False,True,True,True,True,True,True,False,False
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.value[x]:valueCodeableConcept,True,False,True,False,True,True,False,True,False,False
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.identifier:analyseBefundCode.type,True,False,True,True,True,True,False,False,False,False
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.category:mibi-category,True,False,True,False,True,True,True,False,False,False
mikrobiologie,MII_PR_Mikrobio_Voraussichtliche_Empfindlichkeit,Observation.category,True,False,True,False,True,True,True,False,False,False
molgen,MII_PR_MolGen_Genotyp,Observation.category:labCategory,False,False,False,False,False,False,False,False,False,False
molgen,MII_PR_MolGen_Genotyp,Observation.category:geCategory,False,False,False,False,False,False,False,False,False,False
molgen,MII_PR_MolGen_GenomicStudy,Procedure.category,False,False,False,False,False,False,False,False,False,False
molgen,MII_PR_MolGen_Familienanamnese,FamilyMemberHistory.condition.code,True,False,True,True,True,True,False,True,False,False
molgen,MII_PR_MolGen_Familienanamnese,FamilyMemberHistory.relationship,True,False,False,False,False,False,False,False,False,False
molgen,MII_PR_MolGen_Familienanamnese,FamilyMemberHistory.reasonCode,True,False,True,True,True,True,False,True,False,False
molgen,MII_PR_MolGen_GenomicStudyAnalysis,Procedure.category,False,False,False,False,False,False,False,False,False,False
molgen,MII_PR_MolGen_AnforderungGenetischerTest,ServiceRequest.code,True,False,False,False,False,False,False,False,False,False
molgen,MII_PR_MolGen_MolekulareKonsequenz,Observation.category:labCategory,False,False,False,False,False,False,False,False,False,False
molgen,MII_PR_MolGen_MolekulareKonsequenz,Observation.category:geCategory,False,False,False,False,False,False,False,False,False,False
