modul,profil,codeableconcept,ms_cc,ms_text,ms_coding,ms_slice,ms_system,ms_code,ms_display,ms_version,pattern_display,pattern_version
biobank,MII_PR_Biobank_Specimen_Zellinie_Organoid,Specimen.container.type,True,False,True,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Specimen_Zellinie_Organoid,Specimen.collection.bodySite,True,False,False,True,True,True,False,False,False,False
biobank,MII_PR_Biobank_Specimen_Zellinie_Organoid,Specimen.type,True,False,False,True,False,False,False,False,False,False
biobank,MII_PR_Biobank_Specimen_Zellinie_Organoid,Specimen.collection.method,True,False,True,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Observation_Qualitaetspruefung,Observation.component:result.value[x]:valueCodeableConcept,False,False,True,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Observation_Qualitaetspruefung,Observation.code,True,False,True,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Observation_Qualitaetspruefung,Observation.component:type.value[x]:valueCodeableConcept,False,False,True,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Observation_Morphologie,Observation.code,True,False,False,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Observation_Morphologie,Observation.value[x],True,False,True,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Observation_Karyotyp,Observation.code,True,False,True,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Observation_Karyotyp,Observation.value[x],True,False,True,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Observation_Wachstumstyp,Observation.code,True,False,False,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Observation_Wachstumstyp,Observation.value[x],True,False,True,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Observation_Proliferation,Observation.code,True,False,True,False,True,True,False,False,False,False
biobank,MII_PR_Biobank_Observation_Proliferation,Observation.value[x],True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Inspiratorischer_Gasfluss,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Inspiratorischer_Gasfluss,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillenlichtreaktion_Direkt,Observation.code,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillenlichtreaktion_Direkt,Observation.value[x],True,False,False,True,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillenlichtreaktion_Direkt,Observation.category,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_ECT_Venoeser_Druck,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Venoeser_Druck,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillensymmetrie,Observation.code,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillensymmetrie,Observation.category,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillensymmetrie,Observation.value[x]:valueCodeableConcept,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillensymmetrie,Observation.bodySite,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_VENT_Atemzugvolumen_Waehrend_Beatmung,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Atemzugvolumen_Waehrend_Beatmung,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillengroesse,Observation.code,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillengroesse,Observation.category,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Untersuchung_Pupillengroesse,Observation.value[x]:valueCodeableConcept,False,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_ECT_Dauer_Extrakorporaler_Gasaustausch,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Dauer_Extrakorporaler_Gasaustausch,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_VENT_Einstellung_Einatmungszeit_Beatmung,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Einstellung_Einatmungszeit_Beatmung,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Gallenfluessigkeit,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Gallenfluessigkeit,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_MUV_Koerperlaenge,Observation.category:vs-cat,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_MUV_Koerperlaenge,Observation.code,True,False,False,True,True,True,True,False,False,False
icu,MII_PR_ICU_VENT_Druckdifferenz_Beatmung,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Druckdifferenz_Beatmung,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Saeuglingsnahrung,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Saeuglingsnahrung,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_MUV_Kopfumfang,Observation.code,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_MUV_Kopfumfang,Observation.category:sct,True,False,True,False,True,True,True,False,False,False
icu,MII_PR_ICU_MUV_Kopfumfang,Observation.bodySite,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Score_SOFA,Observation.category:survey,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_SOFA,Observation.component:respiratory.code,True,False,False,False,False,False,False,False,True,False
icu,MII_PR_ICU_Score_SOFA,Observation.code,False,False,True,True,False,True,False,True,True,False
icu,MII_PR_ICU_Score_SOFA,Observation.component:hepatic.code,True,False,False,False,False,False,False,False,True,False
icu,MII_PR_ICU_Score_SOFA,Observation.component:coagulation.code,True,False,False,False,False,False,False,False,True,False
icu,MII_PR_ICU_Score_SOFA,Observation.component:neurological.code,True,False,False,False,False,False,False,False,True,False
icu,MII_PR_ICU_Score_SOFA,Observation.component:cardiovascular.code,True,False,False,False,False,False,False,False,True,False
icu,MII_PR_ICU_Score_SOFA,Observation.component:renal.code,True,False,False,False,False,False,False,False,True,False
icu,MII_PR_ICU_Score_SOFA,Observation.category:assessment-scale,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_MUV_Herzfrequenz,Observation.category:vs-cat,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_MUV_Herzfrequenz,Observation.code,True,False,False,True,True,True,False,False,False,False
icu,MII_PR_ICU_ECT_Blutflussindex_Extrakorporaler_Gasaustausch,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Blutflussindex_Extrakorporaler_Gasaustausch,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_VENT_Beatmungszeit_Hohem_Druck,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Beatmungszeit_Hohem_Druck,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Beatmung,Procedure.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_Beatmung,Procedure.bodySite,True,False,True,True,True,True,False,True,False,False
icu,MII_PR_ICU_Beatmung,Procedure.code,True,False,True,True,True,True,True,True,False,False
icu,MII_PR_ICU_VENT_Spontanes_Plus_Mechanisches_Atemzugvolumen,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Spontanes_Plus_Mechanisches_Atemzugvolumen,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Magensonde,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Magensonde,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Wunddrainage,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Wunddrainage,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Dynamische_Kompliance,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Dynamische_Kompliance,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Score_GCS,Observation.component:GCSmotor.code,True,False,False,False,True,True,True,False,False,False
icu,MII_PR_ICU_Score_GCS,Observation.category:survey,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_GCS,Observation.code,True,False,True,True,False,True,False,True,False,False
icu,MII_PR_ICU_Score_GCS,Observation.component:GCSverbal.code,True,False,False,False,True,True,True,False,False,False
icu,MII_PR_ICU_Score_GCS,Observation.component:GCSeyes.code,True,False,False,False,True,True,True,False,False,False
icu,MII_PR_ICU_Score_GCS,Observation.category:assessment-scale,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_ECT_Haemodialyse_Blutfluss,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Haemodialyse_Blutfluss,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_Score_CAM_ICU,Observation.category:survey,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_CAM_ICU,Observation.code,False,False,True,True,False,True,False,True,True,False
icu,MII_PR_ICU_Score_CAM_ICU,Observation.component:feature2-inattention.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_CAM_ICU,Observation.component:feature1-acute-change.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_CAM_ICU,Observation.component:feature4-disorganized-thinking.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_CAM_ICU,Observation.component:feature3-altered-loc.code,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_CAM_ICU,Observation.category:assessment-scale,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Orale_Fluessigkeit,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Orale_Fluessigkeit,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Mittlerer_Inspiratorischer_Beatmungsdruck,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Mittlerer_Inspiratorischer_Beatmungsdruck,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_MUV_Koerpergewicht,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_MUV_Koerpergewicht,Observation.category:sct,True,False,True,False,True,True,True,False,False,False
icu,MII_PR_ICU_MUV_Koerpergewicht,Observation.category:VSCat,False,False,True,False,True,True,True,False,False,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Stuhlgang,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Stuhlgang,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Horowitz_In_Arteriellem_Blut,Observation.category:Sauerstofftherapie,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Horowitz_In_Arteriellem_Blut,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_ECT_Ionisiertes_Kalzium_Nierenersatzverfahren,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Ionisiertes_Kalzium_Nierenersatzverfahren,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_Score_Numerische_Ratingskala,Observation.category:survey,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_Numerische_Ratingskala,Observation.code,False,False,True,True,False,True,False,True,False,False
icu,MII_PR_ICU_Score_Numerische_Ratingskala,Observation.category:assessment-scale,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_VENT_Inspiratorische_Sauerstofffraktion,Observation.category:Sauerstofftherapie,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Inspiratorische_Sauerstofffraktion,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_ECT_Substituatvolumen,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Substituatvolumen,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_VENT_Eingestellter_Inspiratorischer_Gasfluss,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Eingestellter_Inspiratorischer_Gasfluss,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Tagesbilanz_Fluessigkeit,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Tagesbilanz_Fluessigkeit,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Atemzugvolumen_Einstellung,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Atemzugvolumen_Einstellung,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_VENT_Atemwegsdruck_Bei_Mittlerem_Expiratorischem_Gasfluss,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Atemwegsdruck_Bei_Mittlerem_Expiratorischem_Gasfluss,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Abgepumpte_Muttermilch,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Abgepumpte_Muttermilch,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_Parameter_Von_Extrakorporalen_Verfahren,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_VENT_Positiv_Endexpiratorischer_Druck,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Positiv_Endexpiratorischer_Druck,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_MUV_Arterieller_Blutdruck,Observation.component:DiastolicBP.code,False,False,False,True,True,True,True,False,False,False
icu,MII_PR_ICU_MUV_Arterieller_Blutdruck,Observation.component:SystolicBP.code,False,False,False,True,True,True,True,False,False,False
icu,MII_PR_ICU_MUV_Arterieller_Blutdruck,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_MUV_Arterieller_Blutdruck,Observation.component:meanBP.code,False,False,False,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Gasfluss,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Gasfluss,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_VENT_Exspiratorischer_Gasfluss,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_VENT_Exspiratorischer_Gasfluss,Observation.category:kuenstlicheBeatmung,True,False,True,False,True,True,False,False,False,False
icu,MII_PR_ICU_Score,Observation.category:survey,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score,Observation.code,False,False,True,True,False,True,False,True,False,False
icu,MII_PR_ICU_Score,Observation.category:assessment-scale,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Muttermilch,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Muttermilch,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Enterale_Fluessigkeit,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Enterale_Fluessigkeit,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_ECT_Blutfluss_Extrakorporaler_Gasaustausch,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_ECT_Blutfluss_Extrakorporaler_Gasaustausch,Observation.category,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_Score_Wong_Baker_Faces_Schmerzskala,Observation.code,True,False,True,True,False,False,False,False,False,False
icu,MII_PR_ICU_Score_Wong_Baker_Faces_Schmerzskala,Observation.category,True,False,False,False,False,False,False,False,False,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Fluessigkeit_Gesamt,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Einfuhr_Fluessigkeit_Gesamt,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_MUV_Koerpergroesse,Observation.code,True,False,True,True,True,True,True,False,False,False
icu,MII_PR_ICU_MUV_Koerpergroesse,Observation.category:sct,True,False,True,False,True,True,True,False,False,False
icu,MII_PR_ICU_MUV_Koerpergroesse,Observation.category:VSCat,True,False,True,False,True,True,True,False,False,False
icu,MII_PR_ICU_Score_ZOPA,Observation.category:survey,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Score_ZOPA,Observation.code,False,False,True,True,True,True,False,True,True,False
icu,MII_PR_ICU_Score_ZOPA,Observation.category:assessment-scale,True,False,True,False,False,False,False,False,False,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Drainage_Generisch,Observation.code,True,False,True,True,True,True,True,False,True,False
icu,MII_PR_ICU_Bilanz_Ausfuhr_Drainage_Generisch,Observation.category,True,False,True,True,True,True,False,False,False,False
icu,MII_PR_ICU_ECT_Arterieller_Druck,Observation.code,True,False,True,True,True,True,True,False,False,False
