module,old_version,new_version,resource_type,old_name,new_name,score,jaccard,name_similarity,old_url,new_url,second_best,confirmed
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Eingestellter_Inspiratorischer_Gasfluss,MII_PR_ICU_Bilanz_Tagesbilanz_Fluessigkeit,0.305,0.25,0.433,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-eingestellter-inspiratorischer-gasfluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit,,
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Einstellung_Ausatmungszeit_Beatmung,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.43,0.4,0.5,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-einstellung-ausatmungszeit-beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.42),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Einstellung_Einatmungszeit_Beatmung,MII_PR_ICU_Bilanz_Ausfuhr_OP_Drainage,0.416,0.4,0.455,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-einstellung-einatmungszeit-beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.40),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Endexspiratorischer_Kohlendioxidpartialdruck,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,0.372,0.364,0.393,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-endexspiratorischer-kohlendioxidpartialdruck,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust (0.37),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Exspiratorischer_Gasfluss,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.387,0.333,0.513,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-exspiratorischer-gasfluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.37),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Exspiratorischer_Sauerstoffpartialdruck,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.385,0.364,0.435,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-exspiratorischer-sauerstoffpartialdruck,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.38),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Horowitz_In_Arteriellem_Blut,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.389,0.333,0.519,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-horowitz-in-arteriellem-blut,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.36),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Inspiratorische_Sauerstofffraktion,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.411,0.4,0.437,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorische-sauerstofffraktion,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.40),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Inspiratorische_Sauerstofffraktion_Eingestellt,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,0.421,0.4,0.471,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorische-sauerstofffraktion-eingestellt,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust (0.40),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Inspiratorische_Sauerstofffraktion_Gemessen,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,0.42,0.4,0.466,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorische-sauerstofffraktion-gemessen,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust (0.40),
